partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Willard Mcandrew,Millard Carl Andrew,0.9055181030395287,1431959,578,312180,55556
Cibelli Research Management,American Research & Management Co,0.9000934449352955,1305637,1263,105343,6853
Miura Global Management,Tiger Global Management,0.7044158838898441,1385977,1316,148456,9606
Peter Lawrence,Keane Peter Lawrence,0.5288841531189057,1559998,1195,159724,16406
Gautam Chandra,Gautam Rishi,0.9080623619761766,104819,811,308062,52293
Michael Kamarck,Karam Michael Richard,0.862918447517954,1389870,642,142558,14432
Alan Power,Powell Gary Alan,0.8106568296075025,79958,683,158022,13394
Anne Popkin,Popkin Anne Brandeis,0.6706407735480283,1030815,146,174758,29318
John Block,Block John A,0.5119446401794253,738214,443,322847,61658
Kristala Prather,Adams Krista Catherine,0.9519630212297725,1595918,1291,154708,38791
James Taylor,Taylor James,0.45571677869601684,1425287,650,152209,9140
Sean Zarinegar,Kark Marvin Zane,0.9538757928366405,1433821,353,106627,14343
Brian Murphy,Murphy Brian R,0.4498076918477944,1516551,278,142219,3259
Candace Weir,Weir Candace King,0.6587550640510422,1189480,1222,136481,5430
Yiyong Yang,Yang Yiyong,0.0,1303308,1261,130949,7754
Guoyou Shao,Luo Shaolin,0.9532881163361918,1041177,170,298599,47533
Doug Cole,Collins Doug Bruce,0.9002085720795076,1550020,366,293413,46185
Timothy Frommeyer,Frommeyer Timothy Gerard,0.547311695208856,1135856,738,11173,8315
Charles Morrison Ii,Morris Charles Alan,0.8098518334143668,315066,125,169840,8527
Robert Mayer,Mayes Robert Carl,0.6888843181465969,1499717,501,316478,59674
Bryan Lynch,Vancura Bryan Lynn,0.766620665197517,1269515,751,110179,9267
Kurt Voldeng,Voldeng Kurt Austin,0.747799380048916,1091540,729,159561,8962
Cynthia Koury,Koury Cynthia Gardner,0.6892250331305447,1321086,1265,119467,1465
Shawn Soderberg,Barberis Shawn Terry,0.8843900632724601,1395791,1321,154153,38248
William Kennedy,Kennedy William Ross,0.6231396266486862,1453420,424,310396,54268
Stephen Hoelscher,Nelson Stephen Hollister,0.8611351692207488,1310527,636,310219,54016
Joseph Aoun,Young Joseph P,0.938241150013423,1537435,365,3487,12484
John Carter,Carter John T,0.5671995805203572,1135856,738,165442,1307
Thomas Parsons,Parsons Thomas Jr,0.614276127152389,1369622,1304,161134,7967
Paul Koeppe,Koepp Brian Paul,0.776848044277639,1087934,176,282882,36241
Stephen Gruppo,Green Stephen,0.9366165944669506,315038,135,132694,3051
C Neil Lyons,Lyons Dana,0.979338333044161,707511,672,123577,37120
Phillip Baker,Baker James Philip,0.7322480332479634,1028153,310,163758,828
Barbra Keck,Gorecka Maria Barbara,0.9383112035866873,872912,162,148721,10060
William Rueckert,Deckert William J,0.7230462461411701,872912,162,292152,45602
Steve Druskin,Druskin Steven Andrew,0.6841230364093022,1472885,816,161071,16670
Robert Van Boerum,Van Brugge Robert P,0.9471719827342371,1134765,243,104474,8415
Alaina Danley,Danley Alaina Catherine,0.6778511290327237,1302145,1257,161562,11294
Steve Baker,Baker Ryan Steven,0.781044262239388,1576777,1279,157678,5889
G Botta,G Capital,0.9818710390590296,3570,541,307187,51989
Austin Wachter,Wachter Austin Penn,0.5901623940868683,1521019,122,155584,11705
Brian Foster,Foster Brian Roger,0.7632575756346857,1401750,1327,281471,40127
Michael Mo,Moy Michael J,0.5697764114895463,1662684,148,143673,5071
Randolph Geissler,Randolph Carter F,0.9041048039672422,924642,606,104868,1084
John Jumper,Kemper John Mariner,0.8900221817182281,52988,777,153588,5202
Jonathan Mellin,Heller Jonathan M,0.8210159009125144,18172,760,144759,42434
James Dunn,Dunn James J,0.5430041066916828,1439166,773,170125,2031
C Mcmillen,Mcmillen Mike,0.8123189022334807,1568832,592,140876,11060
David Bensol,David Berge,0.78989408238881,1179090,750,169431,30921
Alison Rosenzweig,Rosenzweig Alison Jane,0.44736911767843496,1404405,1202,143108,10737
Jeff Giarraupto,,1.0,1161582,563,316652,57985
Simon Raab,Simonian Simon,0.8674875324172645,1445789,807,154475,7597
Christopher Ancona,Ancona Christopher Robert,0.5928988366517773,1398505,1323,147536,5657
Austin Marxe,Marxe Austin Wolfe,0.6464898224731859,1037284,832,110346,301
Eileen Pyne,Pyne James Patrick,0.9832954274479486,315066,118,123560,14809
Neal Allen,Neal R,0.7696663428184823,1343254,480,148447,39524
Mark Brooks,Brooks Mark,0.4870550847885518,319016,151,301370,49224
Ellen Levy,Levy Lauren,0.8216317121373836,1355754,1292,108861,12924
Michael West,West Michael James,0.6781896162698816,1553788,776,304558,50858
William Corson,Corson William Emerson,0.6434557669423886,1465214,659,285211,15613
Matthew Goetz,Goetz Matthew Hadley,0.7227233132460695,1592745,293,290170,45802
N A Magnetar Financial,Magnus Financial Holdings,0.9747663379985231,1409506,1334,289423,17808
Cormac Sheehan,Sheehan Cormac John,0.5319989245944112,1369622,1304,167192,1811
Greg Leclaire,Leclaire Ronald Thomas,0.933675730736483,1045742,743,289319,45949
Joseph Grano Jr,Hanono Joseph,0.8289196733033184,1272550,631,318725,59837
David Moradi,Davis David Morton,0.7757942978502733,1293310,334,107158,8667
H Holmes,Holmes John,0.9518881112267243,1001601,608,315686,56796
Theodore Zuconni,Kerr Theodore M,0.9882333373619115,1133416,242,161211,6705
Harry Crockett,Crockett Catherine,0.8428028832517104,1084226,786,111497,5307
Allan Rabinoff,,1.0,1434667,530,316652,57985
Mark Schwartz,Schwartz Mark Jonathan,0.6430844369778758,1533523,1155,164689,1631
Antonio Sanchez Iii,Hernandez Antonio Perez,0.9668203710241089,1362705,1296,293726,46788
Stewart Reich,Stewart Michael,0.8109660235188265,1471781,532,143838,9233
Philip Conti,Philip Cheng,0.7268988439114117,33213,829,161812,7512
Tom Ross,Tomlinson Ian Ross,0.9665612094442766,1293818,478,166363,33365
Clemens Boersig,Boers Carsten,0.9903626776095823,32604,687,309936,53446
Vincent Miceli,Rella Vincent Michael,0.7820134019813231,1566826,374,144474,5219
Paer Tomas Rasmus Norling,Rasmussen Michael Thomas,0.9327952049649775,1143238,197,159663,168
Oscar Bronsther,Fischer Oscar David,0.9111207782849003,1404943,575,115134,43128
Annabelle Bexiga,,1.0,315038,129,316652,57985
William Conroy,Conrad William C,0.6950898613258645,1355754,1292,120425,36800
Kimberly Trapp,Tran Kimberly Boi,0.8043696411622555,1432150,791,174019,42024
Douglas Tucker,Tucker Douglas Ray,0.5304703285016721,1466026,810,298292,47783
Matt Reams,Reams Matthew Darren,0.8593789906708498,1492850,533,322491,61074
Michael Weissman,Weissman Ross Michael,0.5946167656758479,1172799,134,109824,8359
David Gausebeck,Becker David Paul,0.96203770154753,1544035,1161,115439,11484
Laurie Norman,Fiore Norman,0.8578981642618574,1357671,1300,301880,50120
H Samuels,Samuels Aaron,0.8929401201956317,1425287,252,318806,58919
John Pons,Johnston John R,0.789349988097408,1592745,293,160586,5807
Sean Mcdonnell,Mcdonnell Mary E,0.7377130677964996,1084267,614,156602,5750
Charles Mollo,Moller Michael Charles,0.7705389945498363,1423357,486,301372,49893
Eddie Eddins,Lou Eddie,0.7728183886600861,1526730,1152,320831,59607
Synapse Iv,,0.9999999999999999,1340290,1278,316652,57985
Walter Hammond,Hammond Walter Robert,0.6496393522470405,1512138,362,306303,51493
Jeffrey Harris,Harris Jeffrey Marc,0.5697793609655312,1423357,486,139294,18876
Kirt Walker,Paul Walker,0.8576452539499244,1135856,738,305337,50452
Lemma Senbet,Sema,0.9649614826437882,1531230,740,284838,15280
Roland Bryan,Holland Bryan J,0.559280445549307,1172631,749,142896,43503
Grant Fitzwilliam,Fitzwilliams Corrine,0.7576523765197392,1271075,752,312192,56426
Karen Blodgett,Blodgett Karen Ruth,0.6524717267974477,1172799,134,146720,1900
Gene Langmesser,,0.9999999999999998,1095373,221,316652,57985
Robert Lee,Lee Robert C,0.5484246406503342,931059,383,295685,44973
Gregory Morris,Morris Gregory Paul,0.5779063180011607,1272550,631,4138,11524
Samuel Shimer,Kim Samuel,0.788796648911498,849145,700,173925,7454
I Wadecki,,1.0,1442236,423,316652,57985
Marcellous Frye,Sallusti Marcello,0.991662433547234,104819,811,315049,57637
N A Blackgold Private Distressed Capital Advisors Gp,Blackgold Capital Advisors,0.7276248899388705,1765994,1154,139804,2477
Ronald Dutt,Button Donald E,0.8643874420401575,1083743,552,320823,61794
N A Blackgold Private Credit Distressed Fund Gp Lp,,0.9999999999999999,1765994,1154,316652,57985
Douglas Chittenden,Chittenden Douglas Edward,0.612977143037248,315038,129,104554,4783
David Giljohann,Telljohann Kenneth Lane,0.9597410582404232,1698530,150,285328,16904
Otha Spriggs,,1.0,315038,135,316652,57985
Anthony Guerino,Larino Anthony,0.8414173516089308,825322,699,156663,5343
Michael Smith,Smith Michael,0.5031421646362818,1574186,287,319784,60296
Crescendo Investments Iii,Crescent Reed Investments,0.7258037736349393,1405546,1328,292158,29536
Ben Lewis,Lee Alan Lewis,0.7870963365537162,1350773,638,123321,27887
Stephen Gillings,Gierl Stephen William,0.8483483967875699,1387135,343,143008,6563
Not Applicable Coho Capital Management,Ripple Capital Management,0.7919622592744834,1414647,1339,169205,13964
N A Morgan Stanley Alternative Investment Partners Lp,Morgan Stanley Alternative Investments,0.6257634246269298,1161973,553,117050,11893
Debra Lee,Deleers Debra,0.7694450081172661,104819,811,290405,29149
Thomas Connerty,Hagerty Thomas Martin,0.878214596116644,1094058,744,160701,11413
Michael Johnson,Johnson John Michael,0.49881924768017455,1083743,552,108670,13307
Amish Shah,Shah Ameenesh S,0.698149535050076,1347078,758,172881,11835
Arik Kaufman,Kaufman Arnold Paul,0.8308619862994756,1211805,780,37216,594
David Russell,Ward David Russell,0.5036731931761306,4187,688,163828,12976
Nathan Fine,Fisher Nathan C,0.8524572209529078,922247,604,107342,962
Daniel Mcgroaty,Mcgroarty Jeffrey B,0.8905066982577641,1098881,621,160502,5019
Grant Seabolt,Seabolt Carolyn Alice,0.8876426225865074,1357838,569,110663,13973
Ernest Purcell,Purcell John,0.8726926565520532,1362190,204,129505,10924
Rubin Schindermann,Rubin Robert Sanders,0.8935671141348558,1586554,595,166458,16348
Christopher Krummel,Hammelman Christopher J,0.8260679330118098,1135657,195,167606,41250
Edward Gildea,Gillick Sean Edward,0.8491178357646717,1366340,639,160360,5143
Charles Peters,Petersen Charles W,0.5900168224156653,32604,687,165316,31915
John Kuhns,Kuhn William John,0.7319854129817143,1417451,813,156818,38110
E Withrow Jr,,1.0,1388410,225,316652,57985
Timothy Crawford,Crawford Timothy Gerard,0.47814927937530244,1408351,646,299079,47955
Jeffrey Smith,Smith Jeffrey,0.4333240770297565,1466026,810,287838,44759
Richard Schifter,Swift Richard Joseph,0.9191255713918597,1397911,788,164546,16164
Martin Schultz,Schultz Martin Frederick,0.7456408411150066,1469346,814,146385,14157
Leslie Juris,Nathanson Juris Leslie E,0.7245509846126007,99771,684,310982,55196
Michael Romer,Romero Michael Lee,0.7227458594784231,1314054,464,309694,53496
Dan Borgen,Morgan Evan Borger,0.7982903942266497,890447,603,287589,16953
David Shedlarz,Friedland David Eric,0.9732372439588508,315038,135,146162,24414
Alexander Ware,Alexander John Wade,0.6278263440321253,1487197,272,19616,6642
Allan Goldstein,Goldstein Dan,0.6356275788874061,707511,672,305774,52707
Jason Hoopai,Jain Gopal,0.9435436347647184,1549071,1168,316417,57389
John Clerici,Clerico John A,0.734633803866759,1261734,332,114812,40128
Viking Global Performance,Viking Global Partners,0.8233719598927377,1413378,1337,132272,3612
Brigade Capital Gp,Brigade Capital Management Gp,0.5906408629735886,1387214,1319,144078,9812
Michelle Wallach,Wallach Michelle Caren,0.5799692578450557,1569329,505,160383,14121
James Gillespie,Gillespie James Roland,0.5735666319240627,1272848,1245,138715,11811
Anthony Principi,Carion Anthony P,0.9382141899325691,1360214,260,120866,32247
William Kaufmann,William Michael Kaufmann,0.49391305512273076,1517413,1139,309677,54594
Yves Van Sante,Sanchez Valerie Yvette,0.892658702038457,1084384,322,136836,28343
Scott Moonly,Scott Macon,0.9043266106464576,1141772,1218,163741,8291
Abigail Johnson,Johnson Abigail Miller,0.4909968769852592,315066,125,128461,41663
Steven Kleiman,Kleiman Steven Michael,0.6351406411461805,1337951,1275,104751,5861
Randall Letcavage,Randall Leigh,0.9689173969460009,1451929,355,161399,13604
Melissa Whitley,Whitley Melissa Lynn,0.5994108923547837,1095373,221,38095,4723
James Gingo,Gill James,0.8891363291403832,1074828,712,170562,16249
Jeffrey Scott,Witt Jeffrey Scott,0.4668159347038472,1261734,332,106598,13129
Nicholas Yates,Gates Nicholas Alan,0.827327317981571,1526689,432,159082,16262
Stanley Levy,Stanley Kevin,0.8477506321622226,1371128,409,311395,54558
Thomas Grbelja,Terbell Thomas G,0.8886608272773913,1430523,352,170381,36045
Michael Durbin,Durbin Michael Ross,0.5684045850450298,315066,125,13041,905
Dennis Spink,Spies Frank,0.9589262883187752,1401750,1327,300346,50997
Yoav Cohen,Samet Yoav Michael,0.9438267974248217,1514682,588,295639,49295
Steven Elfman,Hoffman Steven,0.8462073478126312,1442505,792,139113,3497
Joshua Touber,Mangoubi Joshua,0.8634410561901994,1160142,686,309585,53196
Patrick Stakenas,Baker Patrick J,0.7851257023765279,1090908,323,117796,42349
Mark Biderman,Berman Mark K,0.886349168331734,1467760,812,104581,9666
Benny Duncan,Ward Duncan,0.8502133897198277,1657788,301,313547,55689
Philip Young,Phillips Scott Young,0.7270749433088454,1552189,284,269850,1846
Christopher Lai,Lane Christopher J,0.6016566984154503,1341766,257,111863,6009
Doug Schneider,Schneider Stephen Douglas,0.7635735534901777,1447380,657,127006,31326
Stanley Pappelbaum,Lappen Craig Stanley,0.9481693451540264,727672,676,125690,28362
Dale Rasmussen,Rasmussen Daniel,0.6383009983580893,1421601,648,171048,36775
Jonathan Hook,Hoke Jonathan,0.7002676537292205,1439166,773,289520,44927
Kevin Brown,Brown Kevin,0.41177708064786045,1346022,258,161664,12316
Dennis Calvert,Martin Dennis Cameron,0.9049165197967884,880242,705,4173,9895
Edward Macdonald,Macdonald Edward Paul,0.5337033257624745,1531230,740,105790,6649
Benjamin Felt,Dell Benjamin P,0.8112176367062404,1414496,802,160432,4465
Tie Hou,,0.9999999999999999,1380528,1133,316652,57985
Campbell Larry,Campbell Harry John,0.6908482440807252,1422109,790,172018,39789
Jonathan Ledecky,Seed Jonathan Halleck,0.9408548186842608,1350773,638,171920,37264
Venkatraman Balakrishnan,Subramanian Balakrishna,0.8114224699319215,890821,165,172249,3764
Scott Perlen,Perlen Scott Eric,0.6622121246517206,1221903,1230,137065,7452
Bryan Dow,Mullin Bryan Donald,0.8938079335282098,1604508,733,111795,5903
Robert Fried,Friedman Robert E,0.7329732157604579,1460329,356,314692,57693
Bruce Dunlevie,Dube Daniel Bruce,0.9181751333817205,1533523,1155,106821,6737
Kamyar Moinzadeh,,1.0,1131633,1215,316652,57985
N A Srvd Capital Management,N Capital Management Gp,0.8177902031434584,1512990,1130,213516,233
Robert Traversa,Traven Robert J,0.6786128051079439,1001601,608,127544,36294
Matthias Schroff,Mathias Scott Aaron,0.9070575825704338,1698530,150,120934,2994
Robin Oconnell,Oconnor Henry Robinson,0.8946517805808387,1487906,273,281209,16455
William Mathews,Kelly William Matthew,0.7557432943969727,1513965,306,287478,17133
Stephen Lebowitz,Lebowitz Stephen,0.4292082763090905,1576777,1279,161399,13604
Maureen Ohara,Laki Ohana,0.9809798303518654,315038,135,283481,35628
David Kalergis,David Berge,0.9379479838745372,1053691,311,169431,30921
Michael Donn,Scholl Don Joel Michael,0.7700980112184215,1071760,612,111653,33739
Robert Grden,Roberts Robert G,0.7817110388202906,1160142,686,316731,58031
Christopher Greenberg,Greer Christopher Matthew,0.7769220511656831,728385,441,131511,13108
H Thames,James H Mackellar,0.954894082211315,3570,541,111792,41376
P Schoenfeld Asset Management Lp,P Schoenfeld Asset Management Gp,0.3917243755465753,1340290,1278,149236,6225
Jonathan Chiel,Thiel Jonathan,0.6774004824356158,315066,125,305962,51142
David Harry,Shea David Harry,0.6188715876207174,1084031,461,134176,8779
Dimitri Villard,Rearden Dimitri Vladimirovich,0.9087919281770906,1499717,501,155159,41234
Richard Haas,Haas Richard Mendy,0.723148400601676,1341762,1281,137927,4436
Jane Hsiao Phd Mba,Hsiao Paul Hung Hsiang,0.9699699586215319,850261,518,168532,10156
Bruce Weatherell,Weiller Bruce H,0.8705581581009457,1347078,758,162097,9246
Steve Mitchell,Stevens Jon Mitchell,0.5719461013537713,1502287,1103,155584,11705
Alejandro Loureiro,Krell Alejandro,0.8373951853364118,1673704,104,158258,1841
Duane Peterson,Peterson Philip Duane,0.7348899184616774,1337213,787,291665,44835
N A Marathon Asset Management Lp, Asset Management Lp,0.6546857635967667,1300642,1253,120836,593
Melissa Daniels,Suissa Daniel,0.7939405157642679,1336185,1273,120665,35401
Roy Damary,Roy Dawn Marie,0.9595443472241513,1403085,345,310053,53636
Gregory Hinkle,Hinkle Gregory Keith,0.6041146649064864,1517333,1138,107621,914
Wenzhao Lu,Zhang Xinzhao,0.9495638465835117,1630212,299,301683,49334
James Marischen,Dischert James R,0.8074796819207084,720672,121,301007,49669
Arnold Dyck,Dyck Sheldon Dale,0.9279166025581472,1162324,625,316122,57137
Randall Stephenson,Ronson Stephen,0.7708185899502289,32604,687,307086,52416
Jeff Wilson,Wills Jeff Richard,0.7775083300059344,1074828,236,220515,10517
Orrie Tawes,,1.0,1156041,245,316652,57985
John Rogers,Allen Roger John,0.6663495241598195,1566035,1208,283774,36414
Adeeb Saba,Saba Ades Manuel,0.9933855912832388,1424640,524,315803,57374
Daniel Schneiderman,Schneider Steven Daniel,0.7564112132637804,1404943,575,165168,5662
William Markley,Motley William Mark,0.7903727109860426,52988,777,106905,6315
Lewis Frankfort,Frankfort Peter Edward,0.9012001426060363,1533523,1155,310043,53433
Peter Lechman,Schmidt Peter Leander,0.8890706949723278,1076322,1203,137115,9012
Kenneth Londoner,Long Kenneth James,0.8604624017694712,1054274,610,110420,9047
David Bernstein,Bernstein David Stephen,0.6513019512291165,1129048,194,127744,32152
Robert Mcnally,Mcnally Mark,0.7469661626734467,832489,517,125514,30222
Paul Kessler,Kessler Paul Lee,0.6351248620275933,1425205,649,168936,36472
Justin Loe,Martin Justin C,0.8659759392731413,1586962,1112,174767,36287
Gilbert Amelio,Gilbert Daniel A,0.8392909883516747,1133416,327,287998,47309
Kevin Conner,Connors Kevin G,0.8208761494301379,1428397,761,162837,1320
Mark Van Der Zwan,Van Zanden Mark David,0.9978275147703436,1161973,553,282037,9323
Michael Strage,Magee Michael Patrick,0.816978774931032,1085596,717,170335,7386
Anthony Maida,Anthony Matthew,0.8153020833855521,1444307,806,311807,54935
