fund,matched_fund,fund_confidence,cik_no_fund,form_d_fund_id,crd_no_fund,form_adv_fund_id
Vivo Opportunity Fund,Vivo Opportunity Fund,0.0,1726403,151506,159868,449.0
Flag Anthem,,1.0,1656273,90398,167212,3656.0
Flume Health,Ca Column Health,0.8843393956516752,1846676,104664,165773,
Khepris Fund I,Kheiron Master Fund,0.9964068891900864,1832852,98321,313054,
Car Capital Technologies,Callais Capital Technologies,0.4897944292598061,1848771,105553,226511,
Li Fund I A Series Of Valor Venture Fund Syndicates,Pi Fund I A Series Of Valor Venture Fund Syndicates,0.30804574054898043,1863803,112912,171740,
Marlin Credit Opportunities Feeder,Marlin Credit Opportunities Fund,0.5044374382142797,1862729,112020,160672,
Veris Global Sustainability Fund,Veris Global Sustainability Fund,1.4901161193847656e-08,1431907,110476,143588,
Lb Unhedged,,1.0,1850200,108110,167212,3656.0
Se Pasadena Texas Dst,Texas Fund ,0.9092269083668129,1831587,97681,145673,
Bluecove Equinox Credit Fund,Bluecove Equinox Credit Fund,0.0,1786087,62124,173794,
Cabretta Sc Historic Fund,Bay Area Historic  Fund,0.9734762436653341,1732378,76015,149929,
Gold Bull Resources,Ma Resources Fund ,0.8945782434775746,1305638,96532,106300,12052.0
Apc Vb Homes,Apc Vb Homes,0.0,1755598,43514,281082,5938.0
Shared Performance,Peak Performance,0.7232364516769344,1475561,55453,147485,
Ca Dc Reit,Nw Dc Retail Reit,0.7959657932570623,1819699,87462,290322,
Goanna Capital B,Goanna Capital B,2.9802322387695312e-08,1862416,112113,314952,
Santiago Communities,Fs Communities,0.8656101772358256,1806089,78311,291774,
Bedrock Star Fund,Bedrock ,0.5332370056888842,1053513,172464,291984,
Sharding Holdings Xxii A Series Of Sharding Holdings Management,Sharding Holdings Xxi A Series Of Sharding Holdings Management,0.08385470780660216,1832576,96858,306829,
Knight Tao,Knight Tao,1.0536712127723509e-08,1799976,97274,159014,
Alpha A Series Of Rain Technologies Investment Vehicle,Ram Data Technologies Investment,0.8701576410102253,1878712,124729,282147,142319.0
Se Fund I A Series Of Ride Wave Ventures,Fund I A Series Of Riverside Ventures,0.6141692570948712,1876208,121217,311287,
Thunderbird Medical Properties,Thunderbird Equity Partners,0.875062923755422,1862916,112854,299791,
Warlander Offshore Mini Master Fund,Warlander Offshore Mini Master Fund,0.0,1663538,71093,282199,6609.0
Hilltop Securities,Al Hilltop V,0.855170180735265,891055,10649,173624,
Saf Annex Fund,F Annex Fund,0.8228234607624666,1931032,158942,161186,
Gtmfund A,Gtmfund A,0.0,1839752,99893,312377,
Ategra Ls,Ategra Ls,0.0,1752010,57626,164245,74138.0
Mountaintop Cold Storage,Mountaintop Strategic Capital,0.8412080621512543,1861207,112236,300798,
Cypress Development,Cypress,0.8137362459570096,1394039,30746,300269,
Vanguard Farms International,Vanguard International Growth Fund,0.7586376996151172,1841609,104520,283519,
Lionscrest Funds Spc,Lionscrest Funds Spc Lionscrest Tailpro | Us Equity Sp,0.7563900840760467,1687636,62093,317574,
Bidbuy A Series Of Assure Syndicates Master,Bidbuy A Series Of Assure Syndicates Master,0.0,1864782,126163,317795,
Fusionx Ventures Genalyte,Fusionx Ventures Genalyte,0.0,1843208,102549,294315,
Lem Multifamily Vi,Lem Multifamily Fund Vi,0.21856348315099408,1874710,120283,159817,
Series I Xmcp Opportunity Fund,Xmcp Opportunity Fund,0.4464648464959257,1873808,119880,310773,
Gor Investments,Vapor Investments,0.7492690249340206,1837459,98246,312491,145545.0
Ag Sf International L,Ag Sf International Partners L,0.4034014312981081,1830703,94224,131940,168.0
Ru Fund I A Series Of Dv Deals,Ru Fund I A Series Of Dv Deals,0.0,1884112,126124,297291,
Ra Fund Ii A Series Of Tms Angels Opportunity Fund,Fund A A Series Of  Opportunity Fund,0.7867432047244943,1830672,93783,305237,
Fresenius Medical Care Foothills,Foothill Clo I,0.9931431199629057,1844808,102676,111128,3811.0
Dermody Properties Industrial Logistics Campus Feeder,,1.0,1949124,172588,167212,3656.0
Waterfall Sandstone Fund,Waterfall Sandstone Fund,0.0,1615392,54302,137746,143209.0
Nulu East Main,,1.0,1781011,52490,167212,3656.0
Assurance Health System,Gc Health Assurance Holdings,0.8444562627185744,1648997,104486,162548,11523.0
Sagil Latin American Opportunities Fund,Sagil Latin American Opportunities Master Fund,0.3392758667987349,1479173,67430,160550,16492.0
Plantx Life,Life,0.9361452437739859,1554720,97655,168591,
Affl Associates,Raffles Associates,0.7080901622778408,1690433,38759,161565,3367.0
Chainlink Bitcoin Alpha Fund,Chainlink Bitcoin Alpha Fund,0.0,1847913,105472,293720,142183.0
Mako Mining,Ce Mining Fund Ii,0.9992965498402123,1784930,54809,281571,
Datamonkey,,0.9999999999999998,1742159,76470,167212,3656.0
Loocid,Loop,0.9293464654683733,1875061,120467,161623,
Camshaft Capital Fund,Daft Capital A,0.8185454462779757,1822044,90029,315659,
Agi Founder,Ari Founders Fund,0.8676792423888271,1938833,165058,108254,565.0
Instream Energy Systems,Pe Systems Investors,0.9173765267834498,1511707,126904,283533,
Fci Investors Iv A,Fci Investors Iv A,0.0,1830751,93799,143161,8280.0
So Fund I A Series Of Climate Capital Deals,So Fund I A Series Of Climate Capital Deals,0.0,1884197,126135,297291,
Whatwords,Avgsf Whatwords ,0.7628646589679637,1899794,136335,170562,
Tayan Partners,Tayan Partners,0.0,1459311,119775,140864,
Villic I,Millicent,0.928958826590735,1931640,159456,155462,146245.0
Western Wealth Capital Lxx Us Investor, West Capital Fund,0.9180369165557893,1884730,132188,160197,4431.0
Kerrisdale Long Only Fund,Kerrisdale Long Only Fund,1.4901161193847656e-08,1728022,41062,160804,4270.0
Ripelocker,I Blocker,0.9516548758027945,1679705,85483,160795,2752.0
Theshake,,1.0,1942534,172556,167212,3656.0
Tr Fund Ii A Series Of Incisive Ventures,Tr Fund I A Series Of Incisive Ventures,0.32255731132554094,1860340,110825,315572,
Needle Music,Needle ,0.6915134931341264,1884628,126682,292586,
Clemson Student Housing B,Frp Student Housing B,0.8013739635452042,1859296,110684,285982,
Slf  Decatur Dst,Slf,0.9634252873491073,1875212,120700,307187,82688.0
Foundation Global Macro Opportunities,Foundation Global Macro Opportunities,0.0,1863709,112895,315182,
Estee India Fund,Oz India Real Estate Fund,0.9248305714094436,1562964,65443,107913,2181.0
Ranger Specialty Income Fund,Ranger Specialty Income Fund,0.0,1597165,102452,168942,
Deerpath Funding Advantage V,Deerpath Funding Advantage V,0.0,1794412,65640,160791,
Am Global,Am Global Core Fund,0.5625129598644816,1951489,172337,289784,
Mantis Capital Fund Ii,Mantis Capital Fund Ii,1.8250120749944284e-08,1872581,119848,311057,
Colchester Global Bond Usd Hedged Fund,The Colchester Global Bond Usd Hedged Fund,0.2965783918784071,1544569,62253,110985,
Crcm Institutional Fund,Crcm Institutional Master Fund Bvi,0.6278748277579435,1470846,55273,160976,4485.0
Spark Capital Iv,Spark Capital Iv,0.0,1570735,141619,161231,
Aqr Grp El Dynamic Fund,Aqr Grp El Dynamic Fund,1.8250120749944284e-08,1577558,62841,111883,84.0
Pulseon,Iron Path Pulse,0.8935409355007333,1864100,112964,316139,
Urban Communities Great Lakes Fund #,Green Communities Fund,0.9080462438673056,1800712,72795,161882,
Abs Offshore Spc,Abs Offshore Spc,0.0,1289278,62417,127290,20202.0
Tru Shrimp,Su Fund Ii A Series Of Shrug Capital,0.9979374625327823,1709385,39894,313323,
Ot Pharma Fund V,Ot Pharma Fund V,0.0,1819653,98311,284192,
Divine Services,Calvin Financial Services,0.8608060445982078,1657415,91638,321099,
Un Fund I A Series Of Adept Ventures,Fund I A Series Of  Ventures,0.7510742280602462,1834333,96172,315660,
Hylton Multifamily Fund I,Hylton Multifamily Fund I,1.0536712127723509e-08,1917825,151224,321250,151224.0
Brigade Distressed Value Fund,Brigade Distressed Value Fund,1.0536712127723509e-08,1509884,68764,144078,3183.0
Roundtable Healthcare Investors Vi,Roundtable Healthcare Investors V,0.1896910971580129,1923434,156055,161235,
Givsum,,0.9999999999999999,1642935,36816,167212,3656.0
Spice Capital Partners,Spice Capital A,0.5798814611583026,1452756,31639,317852,
Mainvest Holdings,Ma Holdings,0.6275501034425799,1785840,57500,300773,
Mackay Municipal New York Opportunities Fund,Mackay Municipal New York Opportunities Fund,0.0,1685030,59813,107717,901.0
Vendetta Mining,Kinterra Battery Metals Mining Fund,0.9157116753777953,1757985,82460,321071,
Coller International Partners Viii,Coller International Partners Viii,0.0,1757416,71150,111035,
Bu Fund I A Series Of Roll Up Vehicles,Bu Fund I A Series Of Mv Funds,0.953626039272661,1910739,148664,311231,
Rokos Global Macro Fund,Rokos Global Macro Master Fund,0.35265476142780916,1654305,55136,281215,20832.0
Sumac Jupiter Esg Sustainable Real Estate Fund,Jupiter Global Sustainable Equities Fund,0.866388610612695,1812462,86914,310918,
Avilar Therapeutics,Gmag Therapeutics Fund,0.8276898948265122,1836740,97588,313456,
Tomales Bay Capital Global Growth Fund I,Tomales Bay Capital Global Growth Fund I,0.0,1830478,94391,298932,
Shore Capital Food Beverage Partners Fund Ii,Shore Capital Food & Beverage Partners Fund I,0.3932348822852874,1902973,151522,166745,
Af Ckl Spv,Af Ckl Spv,0.0,1848882,108224,287611,
Arrowroot Capital Iv,Arrowroot Capital Iv,0.0,1749287,58475,285193,
Highcrest Ppp Loan Fund,Highland Loan Master Fund,0.9473847257386142,1847603,104963,110126,815.0
Five Stone Capital,Five Stone Capital Fund,0.3227981380084134,1339460,87955,133190,87955.0
Tig  Qof,Tig  Qof,0.0,1881600,124616,241788,
Integral Health Newton,Newspring Health Capital Ii,0.9845709900632357,1926255,156157,160608,
Vivo Apartments New Braunfels North,New North Ventures Fund I,0.9898121769897319,1876427,121421,324123,
Up Fund I A Series Of Iterative Venture,Fund I A Series Of Alive Ventures I,0.7823428253155843,1885215,126879,315909,
Ke Fund I A Series Of Jude Gomila,Ke Fund I A Series Of Jude Gomila,0.0,1820862,88034,300056,
Sana Benefits,,1.0,1761244,91301,167212,3656.0
Rivulet Media,Rivulet Capital Master Fund,0.8064237806997587,1079282,22564,163597,4381.0
Braeswood Carbon Partners,Braeswood Carbon Partners,0.0,1831008,95178,311686,
Japan Gold,Japan Solar,0.8787442897409093,1686000,57223,282164,
Lombard International Life Assurance Separate Account Va ,Separate Account Icmg Series Iv A Separate Account Of Hartford Life Insurance Company Gs Short Duration,0.8168222128893666,1861562,111698,107738,259.0
Pocket Outdoor Media,Outdoor Holdings Blocker,0.8056868231037762,1787941,58872,162601,
Pimco Rae Global Fund,Pimco Rae Global Fund,0.0,1644762,72099,114310,2278.0
Walleye Opportunities Fund,Walleye Opportunities Fund,0.0,1754083,59480,293711,81287.0
Beach Point Select Fund,Beach Point Select Fund,2.1073424255447017e-08,1531824,33465,148885,6583.0
Tar Fund I A Series Of Angellist Gp Funds I,Tar Fund I A Series Of Angellist Gp Funds I,0.0,1875127,120596,298153,
Coatue Us ,Coatue Us ,0.0,1859334,110264,157910,2459.0
Blackpoint Holdings,Rockpoint Sc Holdings,0.6429986349709936,1660079,86563,156630,
Deep Gold, Gol,0.8696405089185637,1915883,150648,160068,
Pinehurst Partners,Pinehurst Partners,1.0536712127723509e-08,1166503,59575,158081,4028.0
Pine River Multi Strategy Master Fund, Multi Strategy Master Fund,0.5490281002138128,1951819,172754,134776,746.0
Livful,,0.9999999999999999,1845848,107597,167212,3656.0
Tqs Mce,Tqs Mce,0.0,1815824,90748,314786,
Tiger Global,Tiger Global,0.0,1457208,31747,160318,160.0
Ha Fund I A Series Of Inevitable Collective Funds,Cle Fund I A Series Of Dv Collective,0.8071974177277562,1874674,120272,297291,
Sp Spv A Series Of Assure Labs ,Bark Spv A Series Of Assure Labs ,0.4713174835596374,1843054,102936,310071,
Mobix Labs,Av Labs,0.965930029391832,1832673,98814,160118,7632.0
Stripe I Mint Civitas Fund A Series Of Assure Labs ,Stripe I Mint Civitas Fund A Series Of Assure Labs ,0.0,1850621,106956,317471,
Thl Amerilife Spv,,1.0,1944374,172028,167212,3656.0
Delphi Healthcare Holdings,Delphi Healthcare Holdings,1.4901161193847656e-08,1766803,44903,172603,
Bsrep Iii Mensa Iii Reit,Bsrep Iii Ursa Invest,0.8304008068397858,1825670,91377,151599,2477.0
Cais Access Fund Bcre Ii,Access Fund Ii,0.8155810545949536,1837157,97777,113359,9571.0
Ember Group,Emerald Investor Group,0.8708589895422917,1870856,117985,168169,
Bla Technology,Core Technology Fund,0.6243925746814233,1522591,71056,133711,12575.0
Jadian Real Estate Fund I Pov,Jadian Real Estate Fund I Pov,1.4901161193847656e-08,1740794,90743,291946,
Historic Elks Tf,,0.9999999999999999,1867983,116803,167212,3656.0
Crown Growth Europe Expansion Scs Sicav Raif,Crown Growth Europe Expansion Scs Sicav Raif,1.8250120749944284e-08,1848687,106793,162361,
High Impact Fund I,High Impact Fund I,0.0,1825333,90591,289028,
Kkr Diversified Core Infrastructure Fund A Scsp,Kkr Diversified Core Infrastructure Fund A Scsp,1.0536712127723509e-08,1836821,98695,144533,3089.0
Markley Capital Partners,Markley Capital Partners,1.0536712127723509e-08,1812072,82636,311945,
Crypto Asset Fund,Crypto Asset Fund,0.0,1708456,60839,299312,
Topcam Eagle,A Eagle,0.8300008850981755,1929280,159516,301237,
Bios Fund Iii Nt,Bios Fund Iii Nt,0.0,1791910,62907,298955,
Austen Access Fund A,Austen Access Fund A,0.0,1874515,120423,313643,
Contakt World Technologies,Janvest Technologies,0.880040838927763,1830385,93709,307760,
Insu Health Design,Intrinsic Health Partners,0.9823549728123669,1844477,102409,298804,
Tribeca Esp Series Fund Peekd Convertible Note,Penn Convertible Fund,0.962529194518764,1836487,98194,105081,2580.0
Masonry Partners Fund,Masonry Partners Fund,1.0536712127723509e-08,1756367,62501,292664,
Oak Savanna Solar Investors,Solar Invest,0.9613712183176116,1826500,91577,142994,13496.0
Sy Fund I A Series Of Naval Ravikant Angellist Funds,Ar Fund I A Series Of Naval Ravikant Angellist Funds,0.3235524008373725,1847662,105343,285082,
Mvp Opportunity Fund Vi Series Vi R,Mvp Opportunity Fund Vi Series Vi C,0.21251416657634006,1815038,85879,282143,
Claros Technologies,Empros Technologies Fund X,0.6864956986871679,1876740,121443,293159,
Ejf Debt Opportunities Fund,Ejf Debt Opportunities Master Fund,0.34813496449895875,1438171,31437,138854,3449.0
Divcowest Fund Vi C,Divcowest Fund Vi C,0.0,1808959,81616,156762,
Cevine Capital Management Sff Investment Feeder Limited Partnership,Element Investment Limited Partnership,0.811455755473648,1823014,91726,161920,137601.0
Ral Fund I A Series Of Toy Ventures Al Syndicate,Du Fund I A Series Of Toy Ventures Al Syndicate,0.4770308892218466,1829161,93000,315936,
Tpeg Westinghouse Village Investors,Tpeg Plato Investors,0.957874809945896,1898403,136270,314603,
Avidxchange,,1.0,1117565,61673,167212,3656.0
Brick Street Rowlett Jv,Gh  St Street Jv,0.9632881920087378,1946774,172366,310215,
Fledge Series,Hedge Fund Series,0.8293043556984263,1692915,38853,124612,
Bridgepoint Development Capital Portfolio Ii A,Bridgepoint Development Capital Portfolio Ii A,1.4901161193847656e-08,1846790,107761,294326,
Aegis Special Situations Fund Series Medtech Iii,Aegis Special Situations Fund Series Medtech Iii,0.0,1830666,98652,15007,
Indian Springs Equity,Lion Equity Holdings,0.9356796058088276,1932350,160034,283404,
Ltp Se Spv A Series Of Ten Master,Here Seed Spv A Series Of Fiat Ventures Master Series I,0.8576594699024501,1885667,132374,306829,
Gaingels Invisible Universe,Gaingels Fable,0.9577341010749842,1923018,159321,317100,
Target Global Selected Opportunities Series Nickel ,Target Global Selected Opportunities Series Nickel ,0.0,1915443,150631,311110,
Bcp Special Opportunities Fund Ii Lux Scsp,Bcp Special Opportunities Fund I,0.6636501184897635,1791839,68651,288495,25150.0
Asc Partnership,Invesco Partnership Fund V,0.7969397597789195,1632654,97949,107584,3412.0
Tw Fund I A Series Of Peopletech Angels,A Aly  Fund A Series Of Angellist Tw Funds,0.9245537256743321,1940149,165119,167700,
Mindset Value Fund,Mindset Value Fund,0.0,1807861,79929,308653,
Greenhaven Road Special Opportunities Fund,Greenhaven Road Capital Special Opportunities Fund,0.3144248112992843,1870689,118766,288555,42413.0
Hein Park Investors,Hein Park Investment  ,0.6306325512469594,1802638,75099,305550,103913.0
Seg Partners Offshore, Offshore Partners I,0.49985713465285087,1537010,33553,173444,
Eagle Merchant Partners I B,Eagle Merchant Partners I B,1.4901161193847656e-08,1878245,125062,285104,
Cerf Ii Investment Scsp,Pes Investment I Scsp,0.7973638785470262,1880565,124142,139526,
Riscient Flp I,Flp,0.9223919800640307,1870378,118641,106264,9359.0
Colchis Rblf,Colchis Rblf,0.0,1828019,92258,163503,18495.0
Third Lake Pe Invest Fund I,Third Lake Vc Fund I,0.6892402585922446,1948444,171380,299961,
Iwd Enterprises,Moser Enterprises,0.8772347900835157,1700485,89737,108275,
Ch Fund I A Series Of First Check Ventures,Ch Fund I A Series Of Founders First Fund,0.7793811036291186,1931971,159621,315177,
Arch Anson Tactical Real Estate Nr Fund,Arch Anson Tactical Real Estate Nr Fund,0.0,1770774,46968,125109,4879.0
Ricewrap Foods,Ridgewood Funds,0.9999116469169985,1521901,93103,121220,12397.0
Sofi Elite Ii Jv,,1.0,1765130,82363,167212,3656.0
Go Store It Charleston Ii Dst,Charleston,0.889776592682715,1869870,118525,104518,107.0
Heard High Conviction Long Only Fund,Heard High Conviction Long Only Fund,0.0,1782471,53285,297176,17266.0
Huffman Prairie Fund I,Huffman Prairie Fund I,2.1073424255447017e-08,1754586,63205,310634,
Po Fund I A Series Of Roll Up Vehicles,Vehicle A,0.970176389163314,1906193,159862,314399,
Pitango Venture Capital Fund Vi,Pitango Venture Capital Fund Vi,0.0,1557181,145932,163739,
Kd Carbon Capture,Kd Capital,0.8411557945550097,1844682,102656,172110,
Icapital Us Core Partners Access Fund,Icapital Us Core Partners Access Fund,1.8250120749944284e-08,1790774,61634,177513,
Issio Solutions,Breit Solutions,0.8734914758816248,1537696,113640,312787,
Helios T Gravitics A Series Of Type One Ventures Syndicate,Helios T Gravitics A Series Of Type One Ventures Syndicate,0.0,1919727,158831,306829,
