,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
2280,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,Timothy Collins,Casto Scott Allan,0.375,Thacker Troy William,0.4
2281,21535,814926,Capstone Companies,,283347,Companion Fund I,0.875,,14970,Capstone Asset Management Company,0.784,Jeffrey Guzy,,0.0,Smith Geoffrey,0.462
2282,21535,814926,Capstone Companies,,283347,Companion Fund I,0.875,,14970,Capstone Asset Management Company,0.784,Jeffrey Postal,,0.0,Smith Geoffrey,0.429
2283,21535,814926,Capstone Companies,,283347,Companion Fund I,0.875,,14970,Capstone Asset Management Company,0.784,Stewart Wallach,,0.0,Smith Geoffrey,0.276
2284,21535,814926,Capstone Companies,,283347,Companion Fund I,0.875,,14970,Capstone Asset Management Company,0.784,James Mcclinton,,0.0,Smith Geoffrey,0.276
2285,24938,1565700,Twentyfour Seven Ventures,,301520,Twenty Two Ventures Fund Ii,0.875,,301520,Twenty Two Ventures,0.862,Danielle Abrahams,Caldwell Katherine Alcott,0.333,Caldwell Katherine Alcott,0.333
2286,24938,1565700,Twentyfour Seven Ventures,,301520,Twenty Two Ventures Fund Ii,0.875,,301520,Twenty Two Ventures,0.862,Steven Rickett,Caldwell Katherine Alcott,0.359,Caldwell Katherine Alcott,0.359
2287,24938,1565700,Twentyfour Seven Ventures,,301520,Twenty Two Ventures Fund Ii,0.875,,301520,Twenty Two Ventures,0.862,Richard Harmon,Caldwell Katherine Alcott,0.308,Caldwell Katherine Alcott,0.308
2288,24938,1565700,Twentyfour Seven Ventures,,301520,Twenty Two Ventures Fund Ii,0.875,,301520,Twenty Two Ventures,0.862,Robert Copley Sr,Caldwell Katherine Alcott,0.244,Caldwell Katherine Alcott,0.244
2289,24938,1565700,Twentyfour Seven Ventures,,301520,Twenty Two Ventures Fund Ii,0.875,,301520,Twenty Two Ventures,0.862,Robert Copley Jr,Caldwell Katherine Alcott,0.244,Caldwell Katherine Alcott,0.244
2290,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,David Cantor,Schwarz Daniel Reto,0.387,Tamas Alexander,0.37
2291,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Pascale Mangiardi,Tamas Alexander,0.438,Tamas Alexander,0.438
2292,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Peter Zachariou,Schwarz Daniel Reto,0.353,Bashforth George Edward,0.316
2293,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Adrian Liddell,Schwarz Daniel Reto,0.364,Tamas Alexander,0.345
2294,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Steven Girgenti,Schwarz Daniel Reto,0.294,Sokohl Steven,0.429
2295,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Oscar Bronsther,Tamas Bohdana,0.357,Bain Jonathan Alexander,0.421
2296,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Heather Vinas,Lake Katja,0.348,Bashforth George Edward,0.389
2297,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Kenneth Coviello,Vy Capital Holco,0.375,Bain Jonathan Alexander,0.308
2298,24414,1424768,Vycor Medical,,171769,Vyc Limited,0.876,5637.0,171768,Vy Capital,0.975,Lowell Rush,Schwarz Daniel Reto,0.333,Sokohl Steven,0.25
2299,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Vicki Barone,Leerink Kieger Capital Partners,0.372,Wild Jason Garrett,0.4
2300,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Robert Ogden,Gerhold Timothy Albert George,0.39,Wild Jason Garrett,0.2
2301,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Michael Wort,Brown Kevin Michael,0.452,Wild Jason Garrett,0.4
2302,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Michael Kamarck,Brown Kevin Michael,0.412,Klarreich Jason Eric,0.4
2303,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Albert Kramer,Gerhold Timothy Albert George,0.429,Klarreich Jason Eric,0.303
2304,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Bruce Schneider,Brown Kevin Michael,0.412,Klarreich Jason Eric,0.343
2305,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Michael Iseman,Brown Kevin Michael,0.424,Klarreich Jason Eric,0.353
2306,24166,1389870,Omni Bio Pharmaceutical,,160805,Pharmaceutical Opportunities Fund,0.877,,172514,Leerink Pharmaceutical Investments,0.949,Steven Bathgate,Brown Kevin Michael,0.412,Wild Jason Garrett,0.303
2307,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Theodore Farnsworth,Sweitzer Samuel J,0.222,Price Shawn Christopher,0.381
2308,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Muralikrishna Gadiyaram,Sweitzer Samuel J,0.25,Price Christina Wight,0.409
2309,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Carl Schramm,Sweitzer Samuel J,0.345,Price Christina Wight,0.303
2310,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Gavriel Ralbag,Sweitzer Samuel J,0.323,Price Christina Wight,0.343
2311,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Parthasarathy Krishnan,Sweitzer Samuel J,0.205,Price Shawn Christopher,0.4
2312,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Stuart Benson,Sweitzer Samuel J,0.333,Price Shawn Christopher,0.278
2313,22287,1040792,Helios Matheson Analytics,,284107,Price Analytics Hedge,0.877,,131416,Anson Analytics,0.77,Prathap Singh,Sweitzer Samuel J,0.2,Price Christina Wight,0.471
2314,30024,1333647,Transcapital Georgia Tax Credit Fund Ii,,310568,Transcend Capital Credit Fund Iii,0.878,,108401,S,1.0,Joseph Campagna,Sherman Mark Douglas,0.286,Bushery Glen M,0.276
2315,30024,1333647,Transcapital Georgia Tax Credit Fund Ii,,310568,Transcend Capital Credit Fund Iii,0.878,,108401,S,1.0,Tc Georgia Ii,Sherman Mark Douglas,0.242,Transcend Wealth Collective Holdings,0.327
2316,30024,1333647,Transcapital Georgia Tax Credit Fund Ii,,310568,Transcend Capital Credit Fund Iii,0.878,,108401,S,1.0,James Howard Jr,Sherman Mark Douglas,0.286,Hughes James Priester,0.444
2317,24429,1426874,Cfo Consultants,2670.0,123711,Cfo ,0.879,11079.0,169549,Capital Consultants,0.811,Guohua Zheng,Shaner Timothy Joel,0.323,Johnston Michelle Ross,0.294
2318,24429,1426874,Cfo Consultants,2670.0,123711,Cfo ,0.879,11079.0,169549,Capital Consultants,0.811,Ken Tsang,Shaner Timothy Joel,0.214,Henson Gary Paul,0.32
2319,24429,1426874,Cfo Consultants,2670.0,123711,Cfo ,0.879,11079.0,169549,Capital Consultants,0.811,Jacky Kwok,Shaner Timothy Joel,0.276,Savage Connie,0.261
2320,24429,1426874,Cfo Consultants,2670.0,123711,Cfo ,0.879,11079.0,169549,Capital Consultants,0.811,Joanny Kwok,Shaner Timothy Joel,0.333,Johnston Michelle Ross,0.364
2321,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,James Duff,Pinkard Carl James,0.357,Raboy James Benjamin,0.4
2322,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,Michael Rasmussen,Rice Nicole Raemaeker,0.474,Raboy James Benjamin,0.378
2323,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,Richard Walters,Richards Darin Earl,0.588,Richards Bruce Jeffrey,0.541
2324,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,Kenneth Eickerman,Tatone Stephen Michael,0.41,Marathon Asset Management Gp,0.311
2325,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,Charles Bigelow,Richards Darin Earl,0.412,Chartouni Christine,0.412
2326,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,Ted Sharp,Tatone Stephen Michael,0.387,Bsch Master I Sub Mar Mgr Lp,0.324
2327,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,William Schara,Mcmillan Shirley Ann Huang,0.45,Pasquale Scot Matthew,0.286
2328,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,William Orchow,Barchus Kevin Scott,0.303,Rabinowitz Andrew,0.323
2329,25964,59860,Goldrich Mining,2475.0,124613,Marathon Goldrich Fund,0.88,,147200,Aldrich Wealth,0.971,David Atkinson,Richards Darin Earl,0.303,Hanover Louis Todd,0.375
2330,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Clifford Neuman,,0.0,Flora Benjamin Jack,0.412
2331,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Joshua Mandell,,0.0,Flora Benjamin Jack,0.303
2332,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Lance Baller,,0.0,Flora Benjamin Jack,0.258
2333,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Zvi Rhine,,0.0,Flora Benjamin Jack,0.214
2334,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Adam Desmond,,0.0,Flora Benjamin Jack,0.323
2335,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Andrew Sink,,0.0,Flora Benjamin Jack,0.333
2336,21281,727346,Global Casinos,103161.0,301911,Cannon Global Fund,0.88,,106430,Globalt,0.835,Jacob Taylor,,0.0,Morphet Thomas,0.308
2337,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Pierre Leignadier,Sherman Mark Douglas,0.324,Keith Robert Emerson,0.324
2338,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Mark Matthews,Sherman Mark Douglas,0.424,Denino Mark Justin,0.387
2339,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Molly Hedges,Sherman Mark Douglas,0.25,Stott Janet Lois,0.286
2340,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,William Schmitz,Sherman Mark Douglas,0.171,Denino Mark Justin,0.242
2341,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Steven Dinunzio,Sherman Mark Douglas,0.343,Denino Mark Justin,0.364
2342,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,John Blake,Sherman Mark Douglas,0.333,Stott Janet Lois,0.308
2343,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Adeeb Saba,Sherman Mark Douglas,0.267,Denino Mark Justin,0.214
2344,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,George Naselaris,Sherman Mark Douglas,0.389,Keith Robert Emerson,0.389
2345,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Dov Schwell,Sherman Mark Douglas,0.258,Stott Janet Lois,0.222
2346,24411,1424640,Windtamer,,161427,Fundt,0.881,,108401,S,1.0,Gerald Brock,Sherman Mark Douglas,0.375,Keith Robert Emerson,0.312
2347,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Lloyd Sems,Hearrell Janis Lynn,0.207,Luntz Benjamin Fisher,0.323
2348,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,J Gullard,Hearrell Janis Lynn,0.214,Bernstein Geoffrey Tarlow,0.235
2349,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Michael Brodsky,Hearrell Janis Lynn,0.353,Struhl Jonathan Michael,0.368
2350,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Jason Stern,Margolis Louis Irving,0.375,Luntz Benjamin Fisher,0.312
2351,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Michael Casey,Hearrell Janis Lynn,0.438,Struhl Jonathan Michael,0.389
2352,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Alan Howe,Hearrell Janis Lynn,0.286,Struhl Jonathan Michael,0.312
2353,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Todd Spartz,Margolis Louis Irving,0.188,Bernstein Geoffrey Tarlow,0.222
2354,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Blaine Mathieu,Hearrell Janis Lynn,0.303,Luntz Benjamin Fisher,0.4
2355,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Kamal Ahluwalia,Hearrell Janis Lynn,0.294,Struhl Jonathan Michael,0.316
2356,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Patrick Stakenas,Hearrell Janis Lynn,0.343,Struhl Jonathan Michael,0.359
2357,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,Leonard Rainow,Hearrell Janis Lynn,0.424,Bernstein Geoffrey Tarlow,0.359
2358,22746,1090908,Selectica,,299879,Indicator Ventures Select I,0.882,,166322,Select Advisors,0.845,John Nolan,Hearrell Janis Lynn,0.276,Struhl Jonathan Michael,0.364
2359,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Charif Souki,Hall Stephen Michael,0.25,Conant James Eliot,0.267
2360,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Jean Abiteboul,Hall Stephen Michael,0.353,Conant James Eliot,0.312
2361,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,H Thames,Hall Stephen Michael,0.357,Conant James Eliot,0.385
2362,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Vicky Bailey,Zubaty Aaron Philip Bear,0.333,Niblack Robert Matthew,0.353
2363,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Meg Gentle,Map Energy Management,0.452,Hite Hedge Asset Management Lp,0.3
2364,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,David Kilpatrick,Davidge Keith Freeman,0.541,Rubin Howard Bruce,0.294
2365,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,G Botta,Hall Stephen Michael,0.222,Niblack Robert Matthew,0.276
2366,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Nuno Brandolini,Woodward Jane Nmn,0.312,Rubin Howard Bruce,0.364
2367,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Paul Hoenmans,Hall Stephen Michael,0.364,Conant James Eliot,0.323
2368,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,John Deutch,Hall Stephen Michael,0.323,Conant James Eliot,0.345
2369,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Walter Williams,Zubaty Aaron Philip Bear,0.41,Conant James Eliot,0.364
2370,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,R Teague,Map Energy Management,0.345,Rubin Howard Bruce,0.385
2371,25729,3570,Cheniere Energy,332.0,160173,Hite Energy,0.882,,301882,Map Energy,0.795,Keith Carney,Davidge Keith Freeman,0.485,Rubin Howard Bruce,0.333
2372,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Mark Donegan,Stein Martin Lawrence,0.364,Cook Mark John,0.538
2373,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Marc Hamburg,Stein Martin Lawrence,0.364,Mackay Alan Browning,0.438
2374,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Alan Power,Zelin Leonard Burton,0.333,Mackay Alan Browning,0.467
2375,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,James Pieron,Zelin Leonard Burton,0.375,Myles Berry Ebony Darcy,0.4
2376,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Todd Combs,Zelin Leonard Burton,0.267,Pharmabio Investments,0.258
2377,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Warren Buffett,Zelin Leonard Burton,0.353,Pharmabio Investments,0.343
2378,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Kirk Pulley,Zelin Leonard Burton,0.258,Gillings Mireille,0.357
2379,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Ruth Beyer,Stein Martin Lawrence,0.258,Myles Berry Ebony Darcy,0.303
2380,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Shawn Hagel,Stein Martin Lawrence,0.375,Gho Management Equity Lp,0.343
2381,26060,79958,Precision Castparts,,281872,Precision Invest,0.882,,282623,Precision Capital Managers,0.933,Steven Hackett,Stein Martin Lawrence,0.457,Myles Berry Ebony Darcy,0.324
2382,24855,1531433,Cannabis Kinetics,12819.0,139011,The Kinetics Fund,0.883,12819.0,139011,Kinetics Advisers,0.855,Eric Hagen,Bregman Steven,0.333,Bregman Steven,0.333
2383,24855,1531433,Cannabis Kinetics,12819.0,139011,The Kinetics Fund,0.883,12819.0,139011,Kinetics Advisers,0.855,Steven Brand,Bregman Steven,0.462,Bregman Steven,0.462
2384,24855,1531433,Cannabis Kinetics,12819.0,139011,The Kinetics Fund,0.883,12819.0,139011,Kinetics Advisers,0.855,Jonathan Hunt,Horizon Kinetics,0.345,Horizon Kinetics,0.345
2385,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Penelope Markham,Weinberg Zachary W,0.412,Littman Neil Jay,0.312
2386,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Jonathan Adams,Weinberg Zachary W,0.312,Littman Neil Jay,0.333
2387,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,James Lang,Weinberg Zachary W,0.214,Littman Neil Jay,0.308
2388,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Rajah Menon,Weinberg Zachary W,0.207,Littman Neil Jay,0.222
2389,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Cuong Do,Curie Bio,0.471,Bioverge,0.25
2390,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Elliot Ehrlich,Lengauer Christoph,0.312,Bioverge,0.273
2391,24986,1580149,Biovie,,285999,Bioverge Funds Biorosa I,0.883,,323682,Curie Bio,0.971,Amrit Shahzad,Weinberg Zachary W,0.323,Littman Neil Jay,0.276
2392,23426,1164964,Global Future City Holding,123422.0,316946,Fundamental Global Holdings,0.883,,286378,Ranger Global Holdings,0.876,Michael Dunn,Wells Duncan Graham,0.452,Cerminara Daniel Kyle,0.303
2393,25087,1646916,Infinity Distribution,,285186,Jll Fund Vii Distribution,0.883,,307656,Valor Consulting Distribution,0.876,Raul Mansueto,Ranck Richard Willson,0.353,Levy Paul Samuel,0.483
2394,24839,1527613,Nuzee,,174900,Crouzet Invest,0.883,,106368,Pauze Asset Management,0.977,Masateru Higashida,,0.0,Marku Zheni,0.483
2395,23611,1272550,Premier Alliance Group,,141805,Central Park Group Manager Alliance Fund,0.884,,107314,Premier Financial Group,0.73,Larry Brumfield,Smith Bruce Anderson,0.343,Brousseau Gregory Paul,0.378
